1	add	1	5	0
2	add	1	5	0
3	add	1	5	0
4	add	1	5	0
5	add	1	5	0
6	add	1	5	0
7	add	1	5	0
8	add	1	5	0
9	add	1	5	0
10	add	1	5	0
11	add	1	5	0
12	add	1	5	0
13	add	1	5	0
14	add	1	5	0
15	add	1	5	0
16	add	1	5	0
17	add	1	5	0
18	add	1	5	0
19	add	1	5	0
20	add	1	5	0
21	add	1	5	0
22	add	1	5	0
23	add	1	5	0
24	add	1	5	0
25	add	1	5	0
26	add	1	5	0
27	add	1	5	0
28	add	1	5	0
29	add	1	5	0
30	add	1	5	0
31	add	1	5	0
32	add	1	5	0
33	add	1	5	0
34	add	1	5	0
35	add	1	5	0
36	add	1	5	0
37	add	1	5	0
38	add	1	5	0
39	add	1	5	0
40	add	1	5	0
50	add	1	5	0
51	add	1	5	0
52	add	1	5	0
53	add	1	5	0
54	add	1	5	0
55	add	1	5	0
56	add	1	5	0
57	add	1	5	0
58	add	1	5	0
59	add	1	5	0
60	add	1	5	0
61	add	1	5	0
62	add	1	5	0
63	add	1	5	0
64	add	1	5	0
65	add	1	5	0
66	add	1	5	0
67	add	1	5	0
68	add	1	5	0
69	add	1	5	0
70	add	1	5	0
71	add	1	5	0
72	add	1	5	0
73	add	1	5	0
74	add	1	5	0
75	add	1	5	0
76	add	1	5	0
77	add	1	5	0
78	add	1	5	0
79	add	1	5	0
